@relation Main_SemC_17-18-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute A1 {TVGUIDE,MODMAT,MASSEY,KMART,ROSES,CHILDCRAFT,HANOVRHOUSE,HANOVRHOUS,GUIDEPOSTS,HOMESHOP,USCAV,COLORTIL,WARDS,TARGET,WOOLWORTH,AMES,WOOLWRTH,ABBYPRESS,BELKS,SEARS,JCPENNY,CENPURCH,BELK,TOYSRUS,ECKERD,JCP,COLORTILE,BESTPROD,HANHOUSE,HILLS,SHEPLERS,HANOVERHOUSE,AUSTADS,NATLWILDLIFE,JAMESWAY,BURDINES,EXXON,HOMESHOPPING,NTLWILDLIFE,CHILDWORLD,DOWNS,GLOBAL,CASUALLIVING,CAMPINGWORLD,OLDVILLAGESHOP,GLOBALEQUP,YIELDHOUSE,REI,ECKERDS,WALMART,DUNNS,MERVYNS,LAZARUS,GALLS,COMPETITIVEDGE,CASLIVING,BRENDLS,SERVMERCH,LURIAS,ABBEYPRESS,HANOVERHSE,ABBEY,GURNEY,ADCO,KIDSRUS,PENNEY,CVS,homeshop,kmart,hanoverhouse,homeshopping,bestprod,venture,modmat,target,jfk,colorfulimage,toysrus,eckerds,jcp,walmart,eckerd,best}
@attribute A2 numeric
@attribute A3 {YES,NO}
@attribute A4 {KEY,KeY,key}
@attribute A5 {YES,NO}
@attribute A6 {BENTON,UDDEHOLM}
@attribute A7 {GALLATIN,gallatin}
@attribute A8 {UNCOATED,COATED,coated,super,uncoated}
@attribute A9 {UNCOATED,COATED,COVER,coated,uncoated,cover}
@attribute A10 {NO,YES,no}
@attribute A11 {LINE,XYLOL,NAPTHA}
@attribute A12 {YES,NO,no,yes}
@attribute A13 {Motter94,WoodHoe70,Albert70,Motter70}
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 {TABLOID,CATALOG,SPIEGEL,catalog,tabloid,spiegel}
@attribute A17 {NorthUS,CANADIAN,CANAdiAN,SCANDANAVIAN,SouthUS,mideuropean}
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 {band,noband}

@data
kmart,34534,NO,key,YES,BENTON,gallatin,super,uncoated,no,LINE,yes,Motter94,821,7,spiegel,NorthUS,45.036082,60,14.8,80,0.625,25,5.780579,1850,55.638533,38.567645,1.319358,2.5,1,34.775258,40,96.9,band
kmart,34534,NO,key,YES,BENTON,gallatin,super,uncoated,no,LINE,yes,Motter94,821,7,spiegel,NorthUS,45.036082,56,14.1,82,0.625,40,5.780579,1800,55.638533,38.567645,1.319358,2.5,0.9,34.775258,40,96.9,band
homeshopping,36568,NO,key,YES,BENTON,gallatin,super,uncoated,no,LINE,YES,Albert70,816,2,catalog,NorthUS,45.036082,56,15.1,78,0.5,29,5.780579,1320,55.638533,38.567645,1.319358,2.5,0.987594,34.775258,40,96.9,band
bestprod,36054,NO,key,YES,BENTON,gallatin,super,uncoated,no,LINE,yes,Albert70,816,2,catalog,NorthUS,45.036082,47,15,85,0.5,24,5.780579,1470,55.638533,38.567645,1.319358,1.8,1.7,34.775258,40,96.9,band
venture,24780,NO,key,YES,BENTON,gallatin,super,uncoated,no,LINE,yes,Motter94,821,7,tabloid,NorthUS,45.036082,55,15.5,76,0.75,30,5.780579,1750,55.638533,38.567645,1.319358,2.5,1.2,34.775258,40,96.9,band
homeshop,36569,NO,key,YES,BENTON,gallatin,super,cover,no,LINE,yes,Albert70,816,2,catalog,NorthUS,45.036082,53,14.2,72,1,28,5.780579,1600,55.638533,38.567645,1.319358,2.7,1.5,34.775258,40,106.1,band
homeshop,36569,NO,key,YES,BENTON,gallatin,super,cover,no,LINE,yes,Albert70,816,2,catalog,NorthUS,45.036082,39,15.1,71,0.625,30,5.780579,1700,55.638533,38.567645,1.319358,2.5,1.5,34.775258,40,106.1,band
modmat,47401,NO,key,YES,BENTON,gallatin,coated,coated,no,LINE,yes,Albert70,816,2,catalog,NorthUS,45.036082,46,17,80,0.25,25,5.780579,1700,55.638533,38.567645,1.319358,2.5,1.5,34.775258,30,117.7,band
target,35502,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,yes,Albert70,815,2,spiegel,NorthUS,45.036082,35,16.2,88,0.5,28,5.780579,1750,55.638533,38.567645,1.319358,2.3,1,34.775258,40,106,band
jfk,35986,NO,key,YES,BENTON,gallatin,coated,coated,NO,LINE,yes,WoodHoe70,802,7,spiegel,NorthUS,45.036082,40,14.5,70,0.75,60,5.780579,1250,55.638533,38.567645,1.319358,2,1.5,34.775258,40,112.5,band
colorfulimage,37046,NO,key,YES,BENTON,gallatin,coated,coated,NO,LINE,yes,WoodHoe70,802,7,catalog,NorthUS,45.036082,39,16,72,0.75,50,5.780579,1350,55.638533,38.567645,1.319358,2.5,2.2,34.775258,40,106.6,band
bestprod,35831,NO,key,YES,BENTON,gallatin,super,cover,NO,LINE,yes,Albert70,815,2,catalog,NorthUS,45.036082,40,16.5,84,0.625,26,5.780579,1565,55.638533,38.567645,1.319358,2.5,1,34.775258,40,106.6,band
kmart,85725,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,yes,Motter94,821,7,tabloid,NorthUS,45.036082,44,16.22,74,0.75,30,5.780579,2200,55.638533,38.567645,1.319358,2.8,0.8,34.775258,40,106.6,band
toysrus,35661,NO,key,YES,BENTON,gallatin,uncoated,uncoated,NO,LINE,yes,Albert70,816,2,tabloid,NorthUS,45.036082,47,16.5,86,0.25,30.907563,5.780579,1750,55.638533,38.567645,1.319358,2.1,2.1,34.775258,40,109.6,band
eckerds,37392,NO,key,YES,BENTON,gallatin,uncoated,uncoated,NO,LINE,yes,Motter94,824,2,TABLOID,NorthUS,45.036082,50.949438,15.359795,78.539033,0.724333,30.907563,5.780579,1823.359168,55.638533,38.567645,1.319358,2.400938,0.987594,34.775258,39.056391,103.032791,?
modmat,47403,NO,key,YES,BENTON,gallatin,coated,coated,NO,LINE,yes,Albert70,816,2,catalog,NorthUS,45.036082,52,16,75,0.3125,25,5.780579,1500,55.638533,38.567645,1.319358,2.5,0.6,34.775258,40,109.1,band
kmart,85741,NO,key,YES,BENTON,gallatin,uncoated,uncoated,NO,LINE,YES,Albert70,816,2,tabloid,NorthUS,45.036082,50.949438,15,80,0.5,30,5.780579,2020,55.638533,38.567645,1.319358,2.9,0.5,34.775258,40,110.3,band
kmart,85750,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,yes,Motter94,827,2,tabloid,NorthUS,45.036082,54,16.5,88,0.75,25,5.780579,1850,55.638533,38.567645,1.319358,3,2,34.775258,40,107.14,band
modmat,47405,NO,key,YES,BENTON,gallatin,coated,coated,NO,LINE,yes,Albert70,815,2,catalog,NorthUS,45.036082,56,14,91,1.125,27,5.780579,1650,55.638533,38.567645,1.319358,3,1.5,34.775258,40,100,band
toysrus,37191,NO,key,YES,BENTON,gallatin,coated,coated,NO,LINE,yes,Albert70,815,2,catalog,NorthUS,45.036082,50,16.5,74,0.625,34,5.780579,1750,55.638533,38.567645,1.319358,2.6,1,34.775258,40,103.125,band
homeshop,35069,NO,key,YES,BENTON,gallatin,coated,coated,NO,LINE,yes,Albert70,816,9,catalog,NorthUS,45.036082,56,17,75,0.75,25,5.780579,1600,55.638533,38.567645,1.319358,2,1,34.775258,40,103.125,band
toysrus,37191,NO,key,YES,BENTON,gallatin,coated,coated,NO,LINE,yes,Albert70,815,9,catalog,NorthUS,45.036082,55,17,95,0.625,27,5.780579,1600,55.638533,38.567645,1.319358,2.5,1,34.775258,40,106.25,band
jcp,35425,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,yes,Motter94,821,7,tabloid,NorthUS,45.036082,54,15.5,80,0.75,40,5.780579,2000,55.638533,38.567645,1.319358,1.8,1.3,34.775258,40,107.14,band
walmart,71331,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,YES,Motter94,824,2,tabloid,NorthUS,45.036082,54,15.5,78,0.8125,30,5.780579,2100,55.638533,38.567645,1.319358,1.2,1,34.775258,40,97.05,band
kmart,85813,NO,key,YES,BENTON,gallatin,super,coated,NO,LINE,yes,Motter94,828,2,tabloid,NorthUS,45.036082,53,17,73,0.75,35,5.780579,2100,55.638533,38.567645,1.319358,2.6,1.3,34.775258,40,113.3,band
eckerd,38240,NO,key,YES,BENTON,gallatin,uncoated,uncoated,NO,LINE,no,Motter94,828,2,tabloid,NorthUS,45.036082,50.949438,16,83,0.724333,28,5.780579,2400,55.638533,38.567645,1.319358,2.5,1,34.775258,40,112.5,band
eckerd,38240,NO,key,YES,BENTON,gallatin,uncoated,uncoated,NO,LINE,yes,Motter94,828,9,tabloid,NorthUS,45.036082,60,14.9,76,1,30,5.780579,2500,55.638533,38.567645,1.319358,0.5,0.5,34.775258,40,112.5,band
kmart,85813,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,YES,Motter94,827,2,tabloid,NorthUS,45.036082,56,18.3,80,1,32,5.780579,1900,55.638533,38.567645,1.319358,2.400938,0.987594,34.775258,40,110,band
kmart,85813,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,YES,Motter94,827,9,tabloid,NorthUS,45.036082,52,18,82,1,25,5.780579,1880,55.638533,38.567645,1.319358,1,1,34.775258,40,112.5,band
best,38064,NO,key,YES,BENTON,gallatin,super,coated,NO,LINE,yes,Albert70,815,1,tabloid,NorthUS,45.036082,50.949438,16.1,76,0.5,34,5.780579,2100,55.638533,38.567645,1.319358,0,0,34.775258,40,110,band
kmart,85814,NO,key,YES,BENTON,gallatin,super,coated,NO,LINE,YES,Motter94,827,2,tabloid,NorthUS,45.036082,50.949438,16.5,70,1,34,5.780579,1903,55.638533,38.567645,1.319358,2.7,2.8,34.775258,40,108,band
kmart,85814,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,YES,Motter94,828,2,tabloid,NorthUS,45.036082,46,16.4,76,1,34,5.780579,1903,55.638533,38.567645,1.319358,1.5,2.3,34.775258,40,108,band
best,38064,NO,key,YES,BENTON,gallatin,super,uncoated,NO,LINE,yes,Albert70,815,1,tabloid,NorthUS,45.036082,46,14.2,75,0.75,25,5.780579,2050,55.638533,38.567645,1.319358,2.5,1,34.775258,40,108.1,band
